ZipCode,Population,LivingArea
67637,2780,suburban
67638,159,rural
67639,216,rural
67640,422,rural
67642,1852,rural
67643,192,rural
67644,249,rural
67645,535,rural
67646,878,rural
67647,204,rural
67648,507,rural
67649,243,rural
67650,233,rural
67651,532,rural
67653,277,rural
67654,4182,suburban
67656,149,rural
67657,260,rural
67658,113,rural
67659,37,rural
67660,34,rural
67661,2836,suburban
67663,2560,suburban
67664,278,rural
67665,5039,urban
67667,185,rural
67669,1826,rural
67671,1553,rural
67672,2369,rural
67673,69,rural
67674,86,rural
67675,192,rural
67701,6225,urban
67730,1815,rural
67731,823,rural
67732,637,rural
67733,145,rural
67734,328,rural
67735,5156,urban
67736,152,rural
67737,447,rural
67738,502,rural
67739,205,rural
67740,1676,rural
67741,556,rural
67743,134,rural
67744,100,rural
67745,392,rural
67747,215,rural
67748,2400,rural
67749,2109,rural
67751,207,rural
67752,1642,rural
67753,484,rural
67756,1796,rural
67757,413,rural
67758,1160,rural
67761,229,rural
67762,207,rural
67764,389,rural
67801,31044,urban
67831,1026,rural
67834,1004,rural
67835,2508,suburban
67836,131,rural
67837,1096,rural
67838,1161,rural
67839,1020,rural
67840,87,rural
67841,308,rural
67842,444,rural
67843,122,rural
67844,747,rural
67846,34694,urban
67849,404,rural
67850,497,rural
67851,3165,suburban
67853,928,rural
67854,1122,rural
67855,1797,rural
67857,153,rural
67859,638,rural
67860,2691,suburban
67861,1965,rural
67862,303,rural
67863,298,rural
67864,1823,rural
67865,973,rural
67867,1598,rural
67868,237,rural
67869,1544,rural
67870,1383,rural
67871,5211,urban
67876,1568,rural
67877,2161,rural
67878,2348,rural
67879,1257,rural
67880,7583,urban
67882,217,rural
67901,21334,urban
67950,1761,rural
67951,4733,suburban
67952,555,rural
67953,85,rural
67954,925,rural
68001,48,rural
68002,2393,rural
68003,4825,suburban
68004,989,rural
68005,22266,urban
68007,14932,urban
68008,12521,urban
68010,818,rural
68014,392,rural
68015,1220,rural
68016,399,rural
68017,1986,rural
68018,560,rural
68019,397,rural
68020,654,rural
68022,31127,urban
68023,2665,suburban
68025,31260,urban
68028,17434,urban
68029,708,rural
68030,668,rural
68031,1820,rural
68033,308,rural
68034,672,rural
68036,511,rural
68037,2827,suburban
68038,1220,rural
68039,1286,rural
68040,348,rural
68041,1003,rural
68042,66,rural
68044,679,rural
68045,2091,rural
68046,31695,urban
68047,1873,rural
68048,13518,urban
68050,567,rural
68055,286,rural
68056,15,rural
68057,1429,rural
68058,258,rural
68059,3221,suburban
68061,2399,rural
68062,293,rural
68063,229,rural
68064,3679,suburban
68065,1210,rural
68066,5474,urban
68067,1172,rural
68068,163,rural
68069,3043,suburban
68070,1023,rural
68071,1969,rural
68072,111,rural
68073,2475,rural
68102,8839,urban
68104,37274,urban
68105,22974,urban
68106,21627,urban
68107,29601,urban
68108,14829,urban
68110,9372,urban
68111,23591,urban
68112,12047,urban
68113,780,rural
68114,17787,urban
68116,33641,urban
68117,8941,urban
68118,9486,urban
68122,12568,urban
68123,32945,urban
68124,15352,urban
68127,20681,urban
68128,18972,urban
68130,20879,urban
68131,13497,urban
68132,14341,urban
68133,13470,urban
68134,30212,urban
68135,29860,urban
68136,19482,urban
68137,24733,urban
68138,11552,urban
68142,4779,suburban
68144,25923,urban
68147,11807,urban
68152,7215,urban
68154,23015,urban
68157,5473,urban
68164,29642,urban
68178,2561,suburban
68182,871,rural
68183,0,rural
68301,1596,rural
68303,268,rural
68304,318,rural
68305,4292,suburban
68307,430,rural
68309,127,rural
68310,14235,urban
68313,720,rural
68314,384,rural
68315,78,rural
68316,477,rural
68317,1948,rural
68318,438,rural
68319,610,rural
68320,338,rural
68321,322,rural
68322,499,rural
68323,245,rural
68324,76,rural
68325,129,rural
68326,363,rural
68327,358,rural
68328,407,rural
68329,624,rural
68330,40,rural
68331,1045,rural
68332,91,rural
68333,8704,urban
68335,567,rural
68336,765,rural
68337,330,rural
68338,223,rural
68339,1112,rural
68340,994,rural
68341,939,rural
68342,642,rural
68343,855,rural
68344,536,rural
68345,147,rural
68346,468,rural
68347,2334,rural
68348,249,rural
68349,1146,rural
68350,258,rural
68351,771,rural
68352,4868,suburban
68354,908,rural
68355,4897,suburban
68357,351,rural
68358,1536,rural
68359,1505,rural
68360,472,rural
68361,2340,rural
68362,29,rural
68364,241,rural
68365,241,rural
68366,877,rural
68367,316,rural
68368,515,rural
68370,1816,rural
68371,1337,rural
68372,4153,suburban
68375,140,rural
68376,1416,rural
68377,397,rural
68378,570,rural
68379,68,rural
68380,46,rural
68381,123,rural
68382,28,rural
68401,925,rural
68402,1069,rural
68403,199,rural
68404,1141,rural
68405,3493,suburban
68406,404,rural
68407,938,rural
68409,730,rural
68410,8802,urban
68413,476,rural
68414,180,rural
68415,561,rural
68416,221,rural
68417,325,rural
68418,1150,rural
68419,254,rural
68420,1255,rural
68421,1193,rural
68422,643,rural
68423,987,rural
68424,649,rural
68428,1556,rural
68429,90,rural
68430,1635,rural
68431,192,rural
68433,159,rural
68434,9100,urban
68436,553,rural
68437,311,rural
68438,106,rural
68439,648,rural
68440,79,rural
68441,210,rural
68442,237,rural
68443,1060,rural
68444,41,rural
68445,181,rural
68446,2747,suburban
68447,600,rural
68448,363,rural
68450,3244,suburban
68452,78,rural
68453,254,rural
68454,702,rural
68455,632,rural
68456,1317,rural
68457,453,rural
68458,156,rural
68460,688,rural
68461,777,rural
68462,4635,suburban
68463,1519,rural
68464,504,rural
68465,2663,suburban
68466,1869,rural
68467,9650,urban
68502,27546,urban
68503,15696,urban
68504,16924,urban
68505,17842,urban
68506,28464,urban
68507,15044,urban
68508,16848,urban
68510,19879,urban
68512,13830,urban
68514,279,rural
68516,47520,urban
68517,554,rural
68520,1731,rural
68521,37409,urban
68522,13527,urban
68523,1909,rural
68524,6247,urban
68526,8009,urban
68527,1639,rural
68528,6292,urban
68531,256,rural
68532,592,rural
68588,0,rural
68601,29699,urban
68620,2842,suburban
68621,242,rural
68622,299,rural
68623,352,rural
68624,948,rural
68626,560,rural
68627,690,rural
68628,842,rural
68629,1190,rural
68631,329,rural
68632,3722,suburban
68633,1094,rural
68634,757,rural
68635,478,rural
68636,1214,rural
68637,322,rural
68638,1919,rural
68640,1189,rural
68641,1076,rural
68642,1917,rural
68643,911,rural
68644,682,rural
68647,770,rural
68648,242,rural
68649,2110,rural
68651,1287,rural
68652,648,rural
68653,710,rural
68654,574,rural
68655,101,rural
68658,750,rural
68659,185,rural
68660,1131,rural
68661,7417,urban
68662,1331,rural
68663,821,rural
68664,311,rural
68665,691,rural
68666,1598,rural
68667,145,rural
68669,474,rural
68701,31155,urban
68710,739,rural
68711,62,rural
68713,2334,rural
68714,1148,rural
68715,1796,rural
68716,978,rural
68717,268,rural
68718,1688,rural
68719,178,rural
68720,240,rural
68722,471,rural
68723,627,rural
68724,298,rural
68725,609,rural
68726,643,rural
68727,552,rural
68728,239,rural
68729,1761,rural
68730,2061,rural
68731,3738,suburban
68732,187,rural
68733,1096,rural
68734,96,rural
68735,919,rural
68736,735,rural
68739,2770,suburban
68740,873,rural
68741,771,rural
68742,288,rural
68743,574,rural
68745,1550,rural
68746,340,rural
68747,159,rural
68748,2434,rural
68749,48,rural
68751,68,rural
68752,694,rural
68753,68,rural
68755,391,rural
68756,1882,rural
68757,812,rural
68758,1341,rural
68759,391,rural
68760,1289,rural
68761,434,rural
68763,4583,suburban
68764,837,rural
68765,1186,rural
68766,485,rural
68767,3563,suburban
68768,626,rural
68769,1718,rural
68770,1347,rural
68771,1507,rural
68773,163,rural
68774,331,rural
68776,15156,urban
68777,502,rural
68778,648,rural
68779,2517,suburban
68780,904,rural
68781,1560,rural
68783,886,rural
68784,1676,rural
68785,211,rural
68786,967,rural
68787,6931,urban
68788,4545,suburban
68789,72,rural
68790,808,rural
68791,1837,rural
68792,375,rural
68801,30176,urban
68803,25966,urban
68810,927,rural
68812,562,rural
68813,391,rural
68814,928,rural
68815,668,rural
68816,138,rural
68817,343,rural
68818,5834,urban
68820,262,rural
68821,76,rural
68822,4808,suburban
68823,2171,rural
68824,1492,rural
68825,994,rural
68826,3928,suburban
68827,691,rural
68828,190,rural
68831,626,rural
68832,2050,rural
68833,149,rural
68834,188,rural
68835,584,rural
68836,1877,rural
68837,92,rural
68838,233,rural
68840,3131,suburban
68841,622,rural
68842,619,rural
68843,729,rural
68844,257,rural
68845,20632,urban
68846,313,rural
68847,16789,urban
68849,1566,rural
68850,12171,urban
68852,502,rural
68853,1436,rural
68854,756,rural
68855,303,rural
68856,702,rural
68858,415,rural
68859,520,rural
68860,255,rural
68861,90,rural
68862,2874,suburban
68863,1342,rural
68864,1099,rural
68865,898,rural
68866,1126,rural
68869,2123,rural
68870,634,rural
68871,255,rural
68872,864,rural
68873,3649,suburban
68874,727,rural
68875,562,rural
68876,1949,rural
68878,511,rural
68879,402,rural
68881,115,rural
68882,448,rural
68883,2590,suburban
68901,26374,urban
68920,1560,rural
68922,1122,rural
68923,100,rural
68924,1540,rural
68925,499,rural
68926,576,rural
68927,1243,rural
68928,374,rural
68929,166,rural
68930,1341,rural
68932,408,rural
68933,907,rural
68934,147,rural
68935,697,rural
68936,212,rural
68937,1764,rural
68938,490,rural
68939,1018,rural
68940,525,rural
68941,837,rural
68942,469,rural
68943,274,rural
68944,1348,rural
68945,212,rural
68946,38,rural
68947,616,rural
68948,322,rural
68949,6568,urban
68950,267,rural
68952,63,rural
68954,7,rural
68955,2140,rural
68956,1230,rural
68957,558,rural
68958,581,rural
68959,3800,suburban
68960,170,rural
68961,606,rural
68964,95,rural
68966,480,rural
68967,1054,rural
68970,1352,rural
68971,331,rural
68972,264,rural
68973,423,rural
68974,239,rural
68975,91,rural
68976,242,rural
68977,303,rural
68978,2311,rural
68979,1717,rural
68980,461,rural
68981,235,rural
68982,666,rural
69001,8824,urban
69020,683,rural
69021,1398,rural
69022,1772,rural
69023,383,rural
69024,1047,rural
69025,1024,rural
69026,211,rural
69027,23,rural
69028,722,rural
69029,371,rural
69030,215,rural
69032,455,rural
69033,2526,suburban
69034,1070,rural
69036,66,rural
69037,195,rural
69038,482,rural
69039,122,rural
69040,616,rural
69041,37,rural
69042,1,rural
69043,494,rural
69044,735,rural
69045,918,rural
69046,133,rural
69101,28311,urban
69120,1138,rural
69121,294,rural
69122,686,rural
69123,926,rural
69125,211,rural
69127,762,rural
69128,431,rural
69129,1279,rural
69130,5166,urban
69131,773,rural
69132,109,rural
69133,420,rural
69134,398,rural
69135,8,rural
69138,4143,suburban
69140,1741,rural
69141,465,rural
69142,133,rural
69143,1645,rural
69144,122,rural
69145,2760,suburban
69146,240,rural
69147,438,rural
69148,165,rural
69149,719,rural
69150,437,rural
69151,990,rural
69152,767,rural
69153,6063,urban
69154,1036,rural
69155,1120,rural
69156,644,rural
69157,105,rural
69161,61,rural
69162,7130,urban
69163,973,rural
69165,1916,rural
69166,575,rural
69167,370,rural
69168,203,rural
69169,456,rural
69170,258,rural
69171,0,rural
69201,3917,suburban
69210,2065,rural
69211,382,rural
69212,378,rural
69214,404,rural
69216,202,rural
69217,365,rural
69218,382,rural
69219,65,rural
69220,39,rural
69221,83,rural
69301,9688,urban
69331,101,rural
69333,208,rural
69334,2091,rural
69335,62,rural
69336,2411,rural
69337,6765,urban
69339,1340,rural
69340,60,rural
69341,10912,urban
69343,2400,rural
69345,418,rural
69346,454,rural
69347,1342,rural
69348,1231,rural
69350,355,rural
69351,165,rural
69352,615,rural
69353,64,rural
69354,80,rural
69355,122,rural
69356,1966,rural
69357,3448,suburban
69358,2014,rural
69360,1348,rural
69361,17370,urban
69365,0,rural
69366,354,rural
69367,218,rural
70001,40589,urban
70002,19359,urban
70003,39198,urban
70005,24507,urban
70006,15455,urban
70030,3927,suburban
70031,1229,rural
70032,4080,suburban
70036,931,rural
70037,17120,urban
70038,13,rural
70039,2189,rural
70040,1131,rural
70041,2461,rural
70043,21981,urban
70047,13288,urban
70049,1290,rural
70050,14,rural
70051,1960,rural
70052,3157,suburban
70053,16842,urban
70056,41650,urban
70057,4868,suburban
70058,40637,urban
70062,17422,urban
70065,50517,urban
70067,3152,suburban
70068,33803,urban
70070,14142,urban
70071,3200,suburban
70072,56139,urban
70075,5106,urban
70076,66,rural
70079,2825,suburban
70080,745,rural
70082,340,rural
70083,2346,rural
70084,6071,urban
70085,4739,suburban
70086,1963,rural
70087,7581,urban
70090,7380,urban
70091,351,rural
70092,7675,urban
70094,32420,urban
70112,3869,suburban
70113,8427,urban
70114,21911,urban
70115,34261,urban
70116,10901,urban
70117,27009,urban
70118,35699,urban
70119,36969,urban
70121,11648,urban
70122,35886,urban
70123,28078,urban
70124,19578,urban
70125,19264,urban
70126,31168,urban
70127,25177,urban
70128,22307,urban
70129,10696,urban
70130,13478,urban
70131,27160,urban
70139,0,rural
70148,214,rural
70163,0,rural
70301,46063,urban
70310,445,rural
70339,4630,suburban
70340,140,rural
70341,3863,suburban
70342,4871,suburban
70343,4772,suburban
70344,5795,urban
70345,9250,urban
70346,10081,urban
70352,411,rural
70353,812,rural
70354,4004,suburban
70355,1219,rural
70356,1621,rural
70357,2789,suburban
70358,858,rural
70359,9698,urban
70360,29224,urban
70363,25971,urban
70364,29176,urban
70372,2047,rural
70373,6455,urban
70374,6628,urban
70375,145,rural
70377,3843,suburban
70380,21040,urban
70390,7443,urban
70391,259,rural
70392,8595,urban
70393,138,rural
70394,14812,urban
70395,4019,suburban
70397,867,rural
70401,19984,urban
70402,1631,rural
70403,30510,urban
70420,8378,urban
70422,11730,urban
70426,6407,urban
70427,18081,urban
70431,5070,urban
70433,39957,urban
70435,19702,urban
70436,467,rural
70437,7794,urban
70438,19718,urban
70441,6381,urban
70442,385,rural
70443,8223,urban
70444,10456,urban
70445,10151,urban
70446,7434,urban
70447,17141,urban
70448,26485,urban
70449,2738,suburban
70450,2648,suburban
70451,79,rural
70452,12948,urban
70453,674,rural
70454,30869,urban
70455,1930,rural
70456,3011,suburban
70457,143,rural
70458,38748,urban
70460,21709,urban
70461,32042,urban
70462,4724,suburban
70463,119,rural
70464,249,rural
70465,543,rural
70466,10757,urban
70471,21949,urban
70501,27944,urban
70503,29710,urban
70506,40304,urban
70507,18398,urban
70508,39895,urban
70510,24609,urban
70512,10100,urban
70513,128,rural
70514,1798,rural
70515,3931,suburban
70516,1230,rural
70517,26813,urban
70518,15620,urban
70519,85,rural
70520,20352,urban
70522,708,rural
70523,604,rural
70524,215,rural
70525,14870,urban
70526,17275,urban
70528,2540,suburban
70529,13437,urban
70531,2054,rural
70532,2696,suburban
70533,7170,urban
70534,597,rural
70535,16827,urban
70537,420,rural
70538,13462,urban
70541,805,rural
70542,3288,suburban
70543,3933,suburban
70544,10394,urban
70546,16428,urban
70548,9309,urban
70549,3399,suburban
70550,0,rural
70551,731,rural
70552,1026,rural
70554,5382,urban
70555,8181,urban
70556,804,rural
70558,24,rural
70559,2908,suburban
70560,38102,urban
70563,20009,urban
70570,38236,urban
70575,0,rural
70576,1489,rural
70577,4138,suburban
70578,17071,urban
70580,172,rural
70581,901,rural
70582,19855,urban
70583,9674,urban
70584,7507,urban
70585,292,rural
70586,19428,urban
70589,3143,suburban
70591,5400,urban
70592,27357,urban
70601,34365,urban
70605,40835,urban
70607,29294,urban
70609,421,rural
70611,20448,urban
70615,13805,urban
70629,0,rural
70630,1965,rural
70631,302,rural
70632,291,rural
70633,8046,urban
70634,25999,urban
70637,966,rural
70638,1018,rural
70639,349,rural
70640,186,rural
70643,225,rural
70644,543,rural
70645,970,rural
70646,396,rural
70647,11439,urban
70648,7702,urban
70650,118,rural
70651,230,rural
70652,1526,rural
70653,3634,suburban
70654,135,rural
70655,2645,suburban
70656,3160,suburban
70657,5042,urban
70658,749,rural
70659,1450,rural
70660,2099,rural
70661,1532,rural
70662,388,rural
70663,30810,urban
70665,12475,urban
70668,6556,urban
70669,9457,urban
70706,22999,urban
70710,6503,urban
70711,5297,urban
70712,4091,suburban
70714,18591,urban
70715,1229,rural
70719,3564,suburban
70721,592,rural
70722,4819,suburban
70723,1083,rural
70725,1506,rural
70726,58949,urban
70729,851,rural
70730,3409,suburban
70732,1180,rural
70733,1137,rural
70734,9795,urban
70736,616,rural
70737,45161,urban
70739,13445,urban
70740,884,rural
70743,611,rural
70744,6146,urban
70747,346,rural
70748,7483,urban
70749,1233,rural
70750,1313,rural
70752,712,rural
70753,758,rural
70754,12564,urban
70755,1480,rural
70756,860,rural
70757,2315,rural
70759,1458,rural
70760,6574,urban
70761,520,rural
70762,773,rural
70763,4487,suburban
70764,15525,urban
70767,16209,urban
70769,46900,urban
70770,3588,suburban
70772,1134,rural
70773,193,rural
70774,10442,urban
70775,10754,urban
70776,6112,urban
70777,4365,suburban
70778,3242,suburban
70780,1143,rural
70782,151,rural
70783,2314,rural
70785,22571,urban
70786,0,rural
70787,260,rural
70788,4108,suburban
70789,767,rural
70791,30494,urban
70801,229,rural
70802,25739,urban
70803,2222,rural
70805,25622,urban
70806,30545,urban
70807,15771,urban
70808,35309,urban
70809,26232,urban
70810,43092,urban
70811,14840,urban
70812,12325,urban
70813,1506,rural
70814,11582,urban
70815,30154,urban
70816,43068,urban
70817,35023,urban
70818,10024,urban
70819,3911,suburban
70820,19957,urban
70825,0,rural
70836,403,rural
71001,4155,suburban
71002,212,rural
71003,1022,rural
71004,539,rural
71006,15467,urban
71007,1304,rural
71008,524,rural
71009,86,rural
71016,1635,rural
71018,1283,rural
71019,7838,urban
71021,572,rural
71023,3041,suburban
71024,1332,rural
71027,1129,rural
71028,1414,rural
71029,126,rural
71030,1170,rural
71031,792,rural
71032,2592,suburban
71033,3487,suburban
71034,302,rural
71037,21816,urban
71038,4018,suburban
71039,1789,rural
71040,7656,urban
71043,444,rural
71044,649,rural
71045,587,rural
71046,966,rural
71047,11239,urban
71048,122,rural
71049,3636,suburban
71051,2182,rural
71052,9011,urban
71055,18467,urban
71060,2546,suburban
71061,1673,rural
71063,705,rural
71064,3361,suburban
71065,927,rural
71066,46,rural
71067,3485,suburban
71068,3684,suburban
71069,513,rural
71070,1173,rural
71071,2255,rural
71072,1480,rural
71073,2390,rural
71075,5884,urban
71078,7295,urban
71079,35,rural
71082,3941,suburban
71101,6920,urban
71103,6093,urban
71104,13239,urban
71105,20701,urban
71106,33849,urban
71107,34777,urban
71108,19944,urban
71109,18530,urban
71110,3719,suburban
71111,42217,urban
71112,33240,urban
71115,14066,urban
71118,23876,urban
71119,10679,urban
71129,13419,urban
71201,21490,urban
71202,27503,urban
71203,39830,urban
71209,1294,rural
71212,0,rural
71218,0,rural
71219,998,rural
71220,21160,urban
71222,2638,suburban
71223,420,rural
71225,6948,urban
71226,1977,rural
71227,4237,suburban
71229,1303,rural
71230,0,rural
71232,5706,urban
71233,197,rural
71234,4674,suburban
71235,3807,suburban
71237,1271,rural
71238,2512,suburban
71241,8751,urban
71242,35,rural
71243,201,rural
71245,4520,suburban
71247,1246,rural
71250,43,rural
71251,7909,urban
71253,358,rural
71254,7113,urban
71256,1024,rural
71259,1898,rural
71260,2802,suburban
71261,1397,rural
71263,6702,urban
71264,1300,rural
71266,1686,rural
71268,2682,suburban
71269,12724,urban
71270,32707,urban
71272,1521,rural
71275,2841,suburban
71276,69,rural
71277,1836,rural
71279,56,rural
71280,5053,urban
71282,9728,urban
71286,297,rural
71291,35592,urban
71292,21157,urban
71295,14354,urban
71301,20226,urban
71302,13726,urban
71303,22581,urban
71316,74,rural
71320,99,rural
71322,5140,urban
71323,985,rural
71325,1883,rural
71326,732,rural
71327,6100,urban
71328,7244,urban
71330,39,rural
71331,1016,rural
71333,753,rural
71334,10223,urban
71336,1395,rural
71339,14,rural
71340,2208,rural
71341,3446,suburban
71342,7018,urban
71343,6321,urban
71345,223,rural
71346,1980,rural
71350,3896,suburban
71351,11739,urban
71353,1490,rural
71354,1535,rural
71355,2437,rural
71356,656,rural
71357,1735,rural
71358,1075,rural
71359,356,rural
71360,36582,urban
71362,1996,rural
71366,1429,rural
71367,1523,rural
71368,1251,rural
71369,2127,rural
71371,2527,suburban
71373,5702,urban
71375,1105,rural
71378,2254,rural
71401,27,rural
71403,4052,suburban
71404,579,rural
71405,5954,urban
71406,156,rural
71407,1003,rural
71409,5222,urban
71410,100,rural
71411,3166,suburban
71414,231,rural
71415,313,rural
71416,853,rural
71417,5283,urban
71418,5300,urban
71419,1863,rural
71422,1675,rural
71423,4250,suburban
71424,1354,rural
71425,20,rural
71426,164,rural
71427,256,rural
71428,0,rural
71429,3042,suburban
71430,3121,suburban
71432,1039,rural
71433,3585,suburban
71434,37,rural
71435,3776,suburban
71438,1225,rural
71439,2110,rural
71441,795,rural
71446,21469,urban
71447,1293,rural
71449,8444,urban
71450,849,rural
71452,169,rural
71454,2200,rural
71455,319,rural
71456,878,rural
71457,26128,urban
71459,11363,urban
71461,2377,rural
71462,1848,rural
71463,9285,urban
71465,3483,suburban
71466,703,rural
71467,8581,urban
71468,613,rural
71469,2346,rural
71472,352,rural
71473,407,rural
71474,431,rural
71475,9,rural
71479,727,rural
71480,1338,rural
71483,9860,urban
71485,2958,suburban
71486,5352,urban
71497,1213,rural
71601,14037,urban
71602,16094,urban
71603,30376,urban
71630,451,rural
71631,628,rural
71635,10879,urban
71638,3251,suburban
71639,5640,urban
71640,2800,suburban
71642,787,rural
71643,5654,urban
71644,387,rural
71646,6575,urban
71647,1817,rural
71651,35,rural
71652,1104,rural
71653,4489,suburban
71654,4647,suburban
71655,14286,urban
71658,561,rural
71659,11,rural
71660,869,rural
71661,287,rural
71662,87,rural
71663,607,rural
71665,5186,urban
71666,8,rural
71667,6600,urban
71670,987,rural
71671,8552,urban
71674,564,rural
71675,1808,rural
71676,527,rural
71677,100,rural
71678,0,rural
71701,17730,urban
71720,2011,rural
71721,0,rural
71722,37,rural
71724,363,rural
71725,274,rural
71726,1029,rural
71728,59,rural
71730,29344,urban
71740,1511,rural
71742,4780,suburban
71743,3351,suburban
71744,3049,suburban
71745,191,rural
71747,1206,rural
71748,75,rural
71749,3366,suburban
71751,897,rural
71752,672,rural
71753,16707,urban
71758,183,rural
71759,415,rural
71762,2881,suburban
71763,1704,rural
71764,1663,rural
71765,2182,rural
71766,624,rural
71770,3053,suburban
71772,17,rural
71801,15972,urban
71820,129,rural
71822,7895,urban
71823,66,rural
71825,415,rural
71826,994,rural
71827,925,rural
71831,76,rural
71832,10617,urban
71833,1781,rural
71834,1516,rural
71835,1024,rural
71836,2965,suburban
71837,4752,suburban
71838,1007,rural
71839,443,rural
71841,793,rural
71842,2106,rural
71845,1945,rural
71846,2552,suburban
71847,354,rural
71851,2044,rural
71852,10137,urban
71853,243,rural
71854,36164,urban
71855,283,rural
71857,5160,urban
71858,1854,rural
71859,346,rural
71860,2027,rural
71861,1884,rural
71862,631,rural
71864,58,rural
71865,294,rural
71866,578,rural
71901,29241,urban
71909,18141,urban
71913,46803,urban
71921,3706,suburban
71922,184,rural
71923,14624,urban
71929,4394,suburban
71933,1128,rural
71935,567,rural
71937,2274,rural
71940,1536,rural
71941,2127,rural
71942,151,rural
71943,3891,suburban
71944,803,rural
71945,1294,rural
71949,898,rural
71950,609,rural
71952,42,rural
71953,13098,urban
71956,1415,rural
71957,2979,suburban
71958,2381,rural
71959,689,rural
71960,1228,rural
71961,1151,rural
71962,914,rural
71964,4817,suburban
71965,233,rural
71968,5470,urban
71969,275,rural
71970,593,rural
71971,404,rural
71972,416,rural
71973,1754,rural
71998,545,rural
71999,537,rural
72001,611,rural
72002,19474,urban
72003,837,rural
72004,769,rural
72005,103,rural
72006,2236,rural
72007,8974,urban
72010,5638,urban
72011,4671,suburban
72012,13130,urban
72013,1990,rural
72014,45,rural
72015,27575,urban
72016,2667,suburban
72017,426,rural
72019,28491,urban
72020,3511,suburban
72021,3666,suburban
72022,17189,urban
72023,36333,urban
72024,4188,suburban
72025,733,rural
72026,228,rural
72027,1422,rural
72028,0,rural
72029,1764,rural
72030,868,rural
72031,6526,urban
72032,34137,urban
72034,47096,urban
72035,2107,rural
72036,595,rural
72038,100,rural
72039,2454,rural
72040,2253,rural
72041,1235,rural
72042,5011,urban
72044,1309,rural
72045,1193,rural
72046,4105,suburban
72047,840,rural
72048,77,rural
72051,528,rural
72052,114,rural
72053,188,rural
72055,652,rural
72057,1315,rural
72058,18663,urban
72059,46,rural
72060,583,rural
72061,77,rural
72063,1770,rural
72064,2793,suburban
72065,5552,urban
72066,196,rural
72067,2540,suburban
72068,962,rural
72069,1015,rural
72070,1932,rural
72072,320,rural
72073,834,rural
72074,123,rural
72075,3,rural
72076,39117,urban
72079,520,rural
72080,440,rural
72081,7643,urban
72082,2226,rural
72083,214,rural
72084,1267,rural
72085,275,rural
72086,11919,urban
72087,1624,rural
72088,2235,rural
72099,674,rural
72101,3160,suburban
72102,2795,suburban
72103,14422,urban
72104,23606,urban
72106,5946,urban
72107,46,rural
72108,0,rural
72110,11600,urban
72111,1240,rural
72112,10851,urban
72113,27190,urban
72114,10550,urban
72116,20651,urban
72117,14495,urban
72118,21975,urban
72119,0,rural
72120,33397,urban
72121,3120,suburban
72122,1100,rural
72123,312,rural
72125,795,rural
72126,3821,suburban
72127,2212,rural
72128,764,rural
72129,1251,rural
72130,414,rural
72131,4296,suburban
72132,3486,suburban
72133,12,rural
72134,513,rural
72135,3356,suburban
72136,2370,rural
72137,2243,rural
72139,288,rural
72140,326,rural
72141,515,rural
72142,2326,rural
72143,34033,urban
72150,12338,urban
72152,487,rural
72153,3672,suburban
72156,524,rural
72157,1167,rural
72160,9433,urban
72165,85,rural
72166,182,rural
72167,1394,rural
72168,1999,rural
72169,80,rural
72170,270,rural
72173,9726,urban
72175,436,rural
72176,9352,urban
72178,31,rural
72179,342,rural
72180,93,rural
72181,6,rural
72182,104,rural
72183,832,rural
72199,0,rural
72201,875,rural
72202,9694,urban
72204,30628,urban
72205,21654,urban
72206,22103,urban
72207,11408,urban
72209,33585,urban
72210,14809,urban
72211,23519,urban
72212,12940,urban
72223,25765,urban
72227,11965,urban
72301,24722,urban
72311,64,rural
72313,0,rural
72315,20478,urban
72320,1478,rural
72322,46,rural
72324,2190,rural
72325,12,rural
72326,2202,rural
72327,1415,rural
72328,44,rural
72329,0,rural
72330,609,rural
72331,2408,rural
72332,142,rural
72333,341,rural
72335,16977,urban
72338,14,rural
72339,157,rural
72340,90,rural
72341,202,rural
72342,4024,suburban
72346,611,rural
72347,868,rural
72348,2201,rural
72350,989,rural
72351,739,rural
72352,6,rural
72353,19,rural
72354,2351,rural
72355,1915,rural
72358,1662,rural
72359,284,rural
72360,5351,urban
72364,16126,urban
72365,2447,rural
72366,2240,rural
72367,0,rural
72368,1238,rural
72369,0,rural
72370,7544,urban
72372,1722,rural
72373,913,rural
72374,626,rural
72376,1454,rural
72377,23,rural
72379,11,rural
72383,70,rural
72384,821,rural
72386,1595,rural
72387,0,rural
72389,532,rural
72390,7383,urban
72391,50,rural
72392,576,rural
72394,347,rural
72395,1281,rural
72396,12687,urban
72401,41354,urban
72404,29973,urban
72405,17022,urban
72410,330,rural
72411,3021,suburban
72412,480,rural
72413,535,rural
72414,316,rural
72415,1280,rural
72416,5089,urban
72417,5508,urban
72419,1774,rural
72421,498,rural
72422,4463,suburban
72424,94,rural
72425,346,rural
72426,141,rural
72427,44,rural
72428,115,rural
72429,218,rural
72430,461,rural
72431,416,rural
72432,6574,urban
72433,2555,suburban
72434,2137,rural
72435,268,rural
72436,1008,rural
72437,3178,suburban
72438,2542,suburban
72440,164,rural
72441,20,rural
72442,4522,suburban
72443,3268,suburban
72444,1592,rural
72445,34,rural
72447,1893,rural
72449,154,rural
72450,39323,urban
72453,116,rural
72454,4684,suburban
72455,13539,urban
72456,447,rural
72457,239,rural
72458,578,rural
72459,1295,rural
